strain	virus	date	region	country_exposure	date_submitted	lineage
hCoV-19/USA/NY-NYCPHL-002975/2021_EPI_ISL_966442_2021-01-29	ncov	2021-01-29	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-002879/2021_EPI_ISL_966443_2021-01-28	ncov	2021-01-28	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-002882/2021_EPI_ISL_966444_2021-01-28	ncov	2021-01-28	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-002885/2021_EPI_ISL_966445_2021-01-28	ncov	2021-01-28	North America	?	2030-03-22	B.1.243
hCoV-19/USA/NY-NYCPHL-002886/2021_EPI_ISL_966446_2021-01-28	ncov	2021-01-28	North America	?	2030-03-22	B.1.1.192
hCoV-19/USA/NY-NYCPHL-002888/2021_EPI_ISL_966447_2021-01-28	ncov	2021-01-28	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-002890/2021_EPI_ISL_966448_2021-01-28	ncov	2021-01-28	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-002892/2021_EPI_ISL_966449_2021-01-28	ncov	2021-01-28	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-002894/2021_EPI_ISL_966450_2021-01-28	ncov	2021-01-28	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-002897/2021_EPI_ISL_966451_2021-01-28	ncov	2021-01-28	North America	?	2030-03-22	B.1.429
hCoV-19/USA/NY-NYCPHL-002951/2021_EPI_ISL_966453_2021-01-28	ncov	2021-01-28	North America	?	2030-03-22	B.1.517
hCoV-19/USA/NY-NYCPHL-002952/2021_EPI_ISL_966454_2021-01-28	ncov	2021-01-28	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-002954/2021_EPI_ISL_966455_2021-01-28	ncov	2021-01-28	North America	?	2030-03-22	B.1.234
hCoV-19/USA/NY-NYCPHL-002957/2021_EPI_ISL_966456_2021-01-28	ncov	2021-01-28	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-002962/2021_EPI_ISL_966457_2021-01-28	ncov	2021-01-28	North America	?	2030-03-22	B.1.243
hCoV-19/USA/NY-NYCPHL-002963/2021_EPI_ISL_966458_2021-01-28	ncov	2021-01-28	North America	?	2030-03-22	B.1.517
hCoV-19/USA/NY-NYCPHL-002987/2021_EPI_ISL_966459_2021-01-28	ncov	2021-01-28	North America	?	2030-03-22	B.1.1.222
hCoV-19/USA/NY-NYCPHL-002988/2021_EPI_ISL_966460_2021-01-28	ncov	2021-01-28	North America	?	2030-03-22	B.1.1.222
hCoV-19/USA/NY-NYCPHL-002848/2021_EPI_ISL_966461_2021-01-27	ncov	2021-01-27	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-002862/2021_EPI_ISL_966462_2021-01-27	ncov	2021-01-27	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-002865/2021_EPI_ISL_966463_2021-01-27	ncov	2021-01-27	North America	?	2030-03-22	B.1.243
hCoV-19/USA/NY-NYCPHL-002867/2021_EPI_ISL_966464_2021-01-27	ncov	2021-01-27	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-002868/2021_EPI_ISL_966465_2021-01-27	ncov	2021-01-27	North America	?	2030-03-22	B.1.517
hCoV-19/USA/NY-NYCPHL-002869/2021_EPI_ISL_966466_2021-01-27	ncov	2021-01-27	North America	?	2030-03-22	B.1.517
hCoV-19/USA/NY-NYCPHL-002872/2021_EPI_ISL_966467_2021-01-27	ncov	2021-01-27	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-002875/2021_EPI_ISL_966468_2021-01-27	ncov	2021-01-27	North America	?	2030-03-22	B.1.517
hCoV-19/USA/NY-NYCPHL-002939/2021_EPI_ISL_966469_2021-01-27	ncov	2021-01-27	North America	?	2030-03-22	B.1.409
hCoV-19/USA/NY-NYCPHL-002946/2021_EPI_ISL_966470_2021-01-27	ncov	2021-01-27	North America	?	2030-03-22	B.1.429
hCoV-19/USA/NY-NYCPHL-002948/2021_EPI_ISL_966471_2021-01-27	ncov	2021-01-27	North America	?	2030-03-22	B.1.517
hCoV-19/USA/NY-NYCPHL-002956/2021_EPI_ISL_966473_2021-01-27	ncov	2021-01-27	North America	?	2030-03-22	B.1.1.171
hCoV-19/USA/NY-NYCPHL-002808/2021_EPI_ISL_966474_2021-01-26	ncov	2021-01-26	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-002810/2021_EPI_ISL_966475_2021-01-26	ncov	2021-01-26	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-002814/2021_EPI_ISL_966476_2021-01-26	ncov	2021-01-26	North America	?	2030-03-22	B.1.243
hCoV-19/USA/NY-NYCPHL-003799/2021_EPI_ISL_1261800_2021-03-06	ncov	2021-03-06	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003789/2021_EPI_ISL_1261801_2021-03-09	ncov	2021-03-09	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003758/2021_EPI_ISL_1261802_2021-03-08	ncov	2021-03-08	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003736/2021_EPI_ISL_1261803_2021-03-05	ncov	2021-03-05	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003707/2021_EPI_ISL_1261804_2021-03-03	ncov	2021-03-03	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003700/2021_EPI_ISL_1261805_2021-03-03	ncov	2021-03-03	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003714/2021_EPI_ISL_1261806_2021-03-04	ncov	2021-03-04	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003742/2021_EPI_ISL_1261807_2021-03-05	ncov	2021-03-05	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003743/2021_EPI_ISL_1261808_2021-03-05	ncov	2021-03-05	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003696/2021_EPI_ISL_1261809_2021-03-03	ncov	2021-03-03	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003703/2021_EPI_ISL_1261810_2021-03-03	ncov	2021-03-03	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003749/2021_EPI_ISL_1261811_2021-03-02	ncov	2021-03-02	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003782/2021_EPI_ISL_1261812_2021-03-09	ncov	2021-03-09	North America	?	2030-03-22	B.1.1.318
hCoV-19/USA/NY-NYCPHL-003765/2021_EPI_ISL_1261813_2021-03-08	ncov	2021-03-08	North America	?	2030-03-22	B.1.1.318
hCoV-19/USA/NY-NYCPHL-003741/2021_EPI_ISL_1261814_2021-03-05	ncov	2021-03-05	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003759/2021_EPI_ISL_1261815_2021-03-08	ncov	2021-03-08	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003722/2021_EPI_ISL_1261816_2021-03-04	ncov	2021-03-04	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003778/2021_EPI_ISL_1261817_2021-03-09	ncov	2021-03-09	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003791/2021_EPI_ISL_1261818_2021-03-09	ncov	2021-03-09	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003797/2021_EPI_ISL_1261819_2021-03-07	ncov	2021-03-07	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003729/2021_EPI_ISL_1261820_2021-03-05	ncov	2021-03-05	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003731/2021_EPI_ISL_1261821_2021-03-05	ncov	2021-03-05	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003733/2021_EPI_ISL_1261822_2021-03-05	ncov	2021-03-05	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003713/2021_EPI_ISL_1261823_2021-03-04	ncov	2021-03-04	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003708/2021_EPI_ISL_1261824_2021-03-03	ncov	2021-03-03	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003788/2021_EPI_ISL_1261825_2021-03-09	ncov	2021-03-09	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003772/2021_EPI_ISL_1261826_2021-03-08	ncov	2021-03-08	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003793/2021_EPI_ISL_1261827_2021-03-05	ncov	2021-03-05	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003750/2021_EPI_ISL_1261828_2021-03-03	ncov	2021-03-03	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003748/2021_EPI_ISL_1261829_2021-03-02	ncov	2021-03-02	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003745/2021_EPI_ISL_1261830_2021-03-01	ncov	2021-03-01	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003780/2021_EPI_ISL_1261831_2021-03-09	ncov	2021-03-09	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003783/2021_EPI_ISL_1261832_2021-03-09	ncov	2021-03-09	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003784/2021_EPI_ISL_1261833_2021-03-09	ncov	2021-03-09	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003760/2021_EPI_ISL_1261834_2021-03-08	ncov	2021-03-08	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003766/2021_EPI_ISL_1261835_2021-03-08	ncov	2021-03-08	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003767/2021_EPI_ISL_1261836_2021-03-08	ncov	2021-03-08	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003769/2021_EPI_ISL_1261837_2021-03-08	ncov	2021-03-08	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003770/2021_EPI_ISL_1261838_2021-03-08	ncov	2021-03-08	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003773/2021_EPI_ISL_1261839_2021-03-08	ncov	2021-03-08	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003774/2021_EPI_ISL_1261840_2021-03-08	ncov	2021-03-08	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003775/2021_EPI_ISL_1261841_2021-03-08	ncov	2021-03-08	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003776/2021_EPI_ISL_1261842_2021-03-08	ncov	2021-03-08	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003777/2021_EPI_ISL_1261843_2021-03-08	ncov	2021-03-08	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003730/2021_EPI_ISL_1261844_2021-03-05	ncov	2021-03-05	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003740/2021_EPI_ISL_1261845_2021-03-05	ncov	2021-03-05	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003811/2021_EPI_ISL_1337463_2021-03-10	ncov	2021-03-10	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003757/2021_EPI_ISL_1337464_2021-03-08	ncov	2021-03-08	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003816/2021_EPI_ISL_1337465_2021-03-10	ncov	2021-03-10	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003860/2021_EPI_ISL_1337466_2021-03-07	ncov	2021-03-07	North America	?	2030-03-22	B.1.1.222
hCoV-19/USA/NY-NYCPHL-003917/2021_EPI_ISL_1337467_2021-03-16	ncov	2021-03-16	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003805/2021_EPI_ISL_1337468_2021-03-10	ncov	2021-03-10	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003875/2021_EPI_ISL_1337469_2021-03-15	ncov	2021-03-15	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003925/2021_EPI_ISL_1337470_2021-03-16	ncov	2021-03-16	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003804/2021_EPI_ISL_1337471_2021-03-10	ncov	2021-03-10	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-003861/2021_EPI_ISL_1337472_2021-03-08	ncov	2021-03-08	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003812/2021_EPI_ISL_1337473_2021-03-10	ncov	2021-03-10	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003850/2021_EPI_ISL_1337474_2021-03-12	ncov	2021-03-12	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003882/2021_EPI_ISL_1337475_2021-03-15	ncov	2021-03-15	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003891/2021_EPI_ISL_1337476_2021-03-15	ncov	2021-03-15	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003885/2021_EPI_ISL_1337477_2021-03-15	ncov	2021-03-15	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003924/2021_EPI_ISL_1337478_2021-03-16	ncov	2021-03-16	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003822/2021_EPI_ISL_1337479_2021-03-11	ncov	2021-03-11	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-003894/2021_EPI_ISL_1337480_2021-03-15	ncov	2021-03-15	North America	?	2030-03-22	B.1.429
hCoV-19/USA/NY-NYCPHL-003813/2021_EPI_ISL_1337481_2021-03-10	ncov	2021-03-10	North America	?	2030-03-22	A.2.4
hCoV-19/USA/NY-NYCPHL-003897/2021_EPI_ISL_1337482_2021-03-11	ncov	2021-03-11	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003922/2021_EPI_ISL_1337483_2021-03-16	ncov	2021-03-16	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003916/2021_EPI_ISL_1337484_2021-03-16	ncov	2021-03-16	North America	?	2030-03-22	R.1
hCoV-19/USA/NY-NYCPHL-003810/2021_EPI_ISL_1337485_2021-03-10	ncov	2021-03-10	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003908/2021_EPI_ISL_1337486_2021-03-16	ncov	2021-03-16	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003876/2021_EPI_ISL_1337487_2021-03-15	ncov	2021-03-15	North America	?	2030-03-22	B.1.526
hCoV-19/USA/NY-NYCPHL-003763/2021_EPI_ISL_1337488_2021-03-08	ncov	2021-03-08	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003817/2021_EPI_ISL_1337489_2021-03-10	ncov	2021-03-10	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003821/2021_EPI_ISL_1337490_2021-03-11	ncov	2021-03-11	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003838/2021_EPI_ISL_1337491_2021-03-12	ncov	2021-03-12	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003846/2021_EPI_ISL_1337492_2021-03-12	ncov	2021-03-12	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003847/2021_EPI_ISL_1337493_2021-03-12	ncov	2021-03-12	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003848/2021_EPI_ISL_1337494_2021-03-12	ncov	2021-03-12	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003878/2021_EPI_ISL_1337495_2021-03-15	ncov	2021-03-15	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003879/2021_EPI_ISL_1337496_2021-03-15	ncov	2021-03-15	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003910/2021_EPI_ISL_1337497_2021-03-16	ncov	2021-03-16	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003912/2021_EPI_ISL_1337498_2021-03-16	ncov	2021-03-16	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-003920/2021_EPI_ISL_1337499_2021-03-16	ncov	2021-03-16	North America	?	2030-03-22	B.1.1.7
hCoV-19/USA/NY-NYCPHL-000800/2020_EPI_ISL_632180_2020-03-24	ncov	2020-03-24	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000801/2020_EPI_ISL_632181_2020-03-25	ncov	2020-03-25	North America	?	2030-03-22	B.1.369
hCoV-19/USA/NY-NYCPHL-000802/2020_EPI_ISL_632182_2020-03-26	ncov	2020-03-26	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000803/2020_EPI_ISL_632183_2020-04-06	ncov	2020-04-06	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000804/2020_EPI_ISL_632184_2020-03-24	ncov	2020-03-24	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000806/2020_EPI_ISL_632185_2020-03-23	ncov	2020-03-23	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000807/2020_EPI_ISL_632186_2020-03-23	ncov	2020-03-23	North America	?	2030-03-22	A.1
hCoV-19/USA/NY-NYCPHL-000808/2020_EPI_ISL_632187_2020-03-23	ncov	2020-03-23	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000809/2020_EPI_ISL_632188_2020-03-23	ncov	2020-03-23	North America	?	2030-03-22	B.1.332
hCoV-19/USA/NY-NYCPHL-000810/2020_EPI_ISL_632189_2020-03-24	ncov	2020-03-24	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000811/2020_EPI_ISL_632190_2020-03-24	ncov	2020-03-24	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000813/2020_EPI_ISL_632191_2020-03-25	ncov	2020-03-25	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000815/2020_EPI_ISL_632192_2020-03-30	ncov	2020-03-30	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000816/2020_EPI_ISL_632193_2020-03-30	ncov	2020-03-30	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000817/2020_EPI_ISL_632194_2020-03-26	ncov	2020-03-26	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000818/2020_EPI_ISL_632195_2020-04-02	ncov	2020-04-02	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000819/2020_EPI_ISL_632196_2020-03-28	ncov	2020-03-28	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000820/2020_EPI_ISL_632197_2020-04-07	ncov	2020-04-07	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000821/2020_EPI_ISL_632198_2020-04-08	ncov	2020-04-08	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000822/2020_EPI_ISL_632199_2020-03-23	ncov	2020-03-23	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000839/2020_EPI_ISL_632216_2020-03-29	ncov	2020-03-29	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000840/2020_EPI_ISL_632217_2020-03-29	ncov	2020-03-29	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000841/2020_EPI_ISL_632218_2020-03-29	ncov	2020-03-29	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000842/2020_EPI_ISL_632219_2020-03-29	ncov	2020-03-29	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000843/2020_EPI_ISL_632220_2020-04-01	ncov	2020-04-01	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000844/2020_EPI_ISL_632221_2020-03-30	ncov	2020-03-30	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000845/2020_EPI_ISL_632222_2020-03-29	ncov	2020-03-29	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000846/2020_EPI_ISL_632223_2020-03-30	ncov	2020-03-30	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000847/2020_EPI_ISL_632224_2020-03-30	ncov	2020-03-30	North America	?	2030-03-22	B.1.332
hCoV-19/USA/NY-NYCPHL-000848/2020_EPI_ISL_632225_2020-03-29	ncov	2020-03-29	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000849/2020_EPI_ISL_632226_2020-03-30	ncov	2020-03-30	North America	?	2030-03-22	B
hCoV-19/USA/NY-NYCPHL-000850/2020_EPI_ISL_632227_2020-03-29	ncov	2020-03-29	North America	?	2030-03-22	B.1.507
hCoV-19/USA/NY-NYCPHL-000851/2020_EPI_ISL_632228_2020-03-29	ncov	2020-03-29	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000852/2020_EPI_ISL_632229_2020-03-29	ncov	2020-03-29	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000854/2020_EPI_ISL_632230_2020-03-25	ncov	2020-03-25	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000855/2020_EPI_ISL_632231_2020-03-25	ncov	2020-03-25	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000856/2020_EPI_ISL_632232_2020-03-26	ncov	2020-03-26	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000857/2020_EPI_ISL_632233_2020-03-27	ncov	2020-03-27	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000858/2020_EPI_ISL_632234_2020-03-27	ncov	2020-03-27	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000859/2020_EPI_ISL_632235_2020-03-26	ncov	2020-03-26	North America	?	2030-03-22	B.1.323
hCoV-19/USA/NY-NYCPHL-000860/2020_EPI_ISL_632236_2020-03-26	ncov	2020-03-26	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000861/2020_EPI_ISL_632237_2020-03-25	ncov	2020-03-25	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000862/2020_EPI_ISL_632238_2020-03-25	ncov	2020-03-25	North America	?	2030-03-22	B.1.302
hCoV-19/USA/NY-NYCPHL-000863/2020_EPI_ISL_632239_2020-03-25	ncov	2020-03-25	North America	?	2030-03-22	B.1.1.61
hCoV-19/USA/NY-NYCPHL-000864/2020_EPI_ISL_632240_2020-03-26	ncov	2020-03-26	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-000865/2020_EPI_ISL_632241_2020-03-25	ncov	2020-03-25	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-001465/2020_EPI_ISL_683763_2020-11-27	ncov	2020-11-27	North America	?	2030-03-22	B.1.409
hCoV-19/USA/NY-NYCPHL-001455/2020_EPI_ISL_683766_2020-11-25	ncov	2020-11-25	North America	?	2030-03-22	B.1.375
hCoV-19/USA/NY-NYCPHL-001458/2020_EPI_ISL_683767_2020-11-25	ncov	2020-11-25	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001474/2020_EPI_ISL_683768_2020-11-27	ncov	2020-11-27	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001475/2020_EPI_ISL_683769_2020-11-27	ncov	2020-11-27	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001472/2020_EPI_ISL_683770_2020-11-27	ncov	2020-11-27	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-001190/2020_EPI_ISL_683771_2020-10-29	ncov	2020-10-29	North America	?	2030-03-22	B.1.324
hCoV-19/USA/NY-NYCPHL-001197/2020_EPI_ISL_683772_2020-10-30	ncov	2020-10-30	North America	?	2030-03-22	B.1.369
hCoV-19/USA/NY-NYCPHL-001198/2020_EPI_ISL_683773_2020-11-02	ncov	2020-11-02	North America	?	2030-03-22	B.1.409
hCoV-19/USA/NY-NYCPHL-001199/2020_EPI_ISL_683774_2020-11-02	ncov	2020-11-02	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-001200/2020_EPI_ISL_683775_2020-11-02	ncov	2020-11-02	North America	?	2030-03-22	B.1.369
hCoV-19/USA/NY-NYCPHL-001201/2020_EPI_ISL_683776_2020-11-02	ncov	2020-11-02	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-001203/2020_EPI_ISL_683777_2020-11-02	ncov	2020-11-02	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-001204/2020_EPI_ISL_683778_2020-11-02	ncov	2020-11-02	North America	?	2030-03-22	B.1.409
hCoV-19/USA/NY-NYCPHL-001400/2020_EPI_ISL_683779_2020-11-18	ncov	2020-11-18	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-001401/2020_EPI_ISL_683780_2020-11-18	ncov	2020-11-18	North America	?	2030-03-22	B.1.1.29
hCoV-19/USA/NY-NYCPHL-001405/2020_EPI_ISL_683781_2020-11-18	ncov	2020-11-18	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001406/2020_EPI_ISL_683782_2020-11-18	ncov	2020-11-18	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001407/2020_EPI_ISL_683783_2020-11-18	ncov	2020-11-18	North America	?	2030-03-22	B.1.409
hCoV-19/USA/NY-NYCPHL-001408/2020_EPI_ISL_683784_2020-11-18	ncov	2020-11-18	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-001411/2020_EPI_ISL_683785_2020-11-19	ncov	2020-11-19	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001414/2020_EPI_ISL_683786_2020-11-19	ncov	2020-11-19	North America	?	2030-03-22	B.1
hCoV-19/USA/NY-NYCPHL-001415/2020_EPI_ISL_683787_2020-11-19	ncov	2020-11-19	North America	?	2030-03-22	B.1.409
hCoV-19/USA/NY-NYCPHL-001416/2020_EPI_ISL_683788_2020-11-19	ncov	2020-11-19	North America	?	2030-03-22	B.1.409
hCoV-19/USA/NY-NYCPHL-001417/2020_EPI_ISL_683789_2020-11-19	ncov	2020-11-19	North America	?	2030-03-22	B.1.2
hCoV-19/USA/NY-NYCPHL-001418/2020_EPI_ISL_683790_2020-11-19	ncov	2020-11-19	North America	?	2030-03-22	B.1.243
hCoV-19/USA/NY-NYCPHL-001420/2020_EPI_ISL_683791_2020-11-19	ncov	2020-11-19	North America	?	2030-03-22	B.1.1.304
hCoV-19/USA/NY-NYCPHL-001421/2020_EPI_ISL_683792_2020-11-19	ncov	2020-11-19	North America	?	2030-03-22	B.1.1.29
